Anonymous,4/14/2025,95%,75%,100%,100%,100%,100%,{"q1_1":3;"q1_2":3;"q1_3":4;"q1_4":5;"q2_1":5;"q2_2":5;"q2_3":5;"q2_4":5;"q3_1":5;"q3_2":5;"q3_3":5;"q3_4":5;"q4_1":5;"q4_2":5;"q4_3":5;"q4_4":5;"q5_1":5;"q5_2":5;"q5_3":5;"q5_4":5}
Anonymous,4/14/2025,95%,75%,100%,100%,100%,100%,{"q1_1":3;"q1_2":3;"q1_3":4;"q1_4":5;"q2_1":5;"q2_2":5;"q2_3":5;"q2_4":5;"q3_1":5;"q3_2":5;"q3_3":5;"q3_4":5;"q4_1":5;"q4_2":5;"q4_3":5;"q4_4":5;"q5_1":5;"q5_2":5;"q5_3":5;"q5_4":5}
Nacho,4/14/2025,51%,55%,40%,40%,60%,60%,{"q1_1":5;"q1_2":2;"q1_3":2;"q1_4":2;"q2_1":2;"q2_2":2;"q2_3":2;"q2_4":2;"q3_1":2;"q3_2":2;"q3_3":2;"q3_4":2;"q4_1":3;"q4_2":3;"q4_3":3;"q4_4":3;"q5_1":3;"q5_2":3;"q5_3":3;"q5_4":3}
Nacho,4/14/2025,51%,55%,40%,40%,60%,60%,{"q1_1":5;"q1_2":2;"q1_3":2;"q1_4":2;"q2_1":2;"q2_2":2;"q2_3":2;"q2_4":2;"q3_1":2;"q3_2":2;"q3_3":2;"q3_4":2;"q4_1":3;"q4_2":3;"q4_3":3;"q4_4":3;"q5_1":3;"q5_2":3;"q5_3":3;"q5_4":3}
Nacho,4/14/2025,51%,55%,40%,40%,60%,60%,{"q1_1":5;"q1_2":2;"q1_3":2;"q1_4":2;"q2_1":2;"q2_2":2;"q2_3":2;"q2_4":2;"q3_1":2;"q3_2":2;"q3_3":2;"q3_4":2;"q4_1":3;"q4_2":3;"q4_3":3;"q4_4":3;"q5_1":3;"q5_2":3;"q5_3":3;"q5_4":3}
Nacho,4/14/2025,51%,55%,40%,40%,60%,60%,{"q1_1":5;"q1_2":2;"q1_3":2;"q1_4":2;"q2_1":2;"q2_2":2;"q2_3":2;"q2_4":2;"q3_1":2;"q3_2":2;"q3_3":2;"q3_4":2;"q4_1":3;"q4_2":3;"q4_3":3;"q4_4":3;"q5_1":3;"q5_2":3;"q5_3":3;"q5_4":3}
Nacho,4/14/2025,51%,55%,40%,40%,60%,60%,{"q1_1":5;"q1_2":2;"q1_3":2;"q1_4":2;"q2_1":2;"q2_2":2;"q2_3":2;"q2_4":2;"q3_1":2;"q3_2":2;"q3_3":2;"q3_4":2;"q4_1":3;"q4_2":3;"q4_3":3;"q4_4":3;"q5_1":3;"q5_2":3;"q5_3":3;"q5_4":3}
Guille,4/14/2025,60%,20%,40%,60%,80%,100%,{"q1_1":1;"q1_2":1;"q1_3":1;"q1_4":1;"q2_1":2;"q2_2":2;"q2_3":2;"q2_4":2;"q3_1":3;"q3_2":3;"q3_3":3;"q3_4":3;"q4_1":4;"q4_2":4;"q4_3":4;"q4_4":4;"q5_1":5;"q5_2":5;"q5_3":5;"q5_4":5}
Guille,4/14/2025,60%,20%,40%,60%,80%,100%,{"q1_1":1;"q1_2":1;"q1_3":1;"q1_4":1;"q2_1":2;"q2_2":2;"q2_3":2;"q2_4":2;"q3_1":3;"q3_2":3;"q3_3":3;"q3_4":3;"q4_1":4;"q4_2":4;"q4_3":4;"q4_4":4;"q5_1":5;"q5_2":5;"q5_3":5;"q5_4":5}
Guille,4/14/2025,60%,20%,40%,60%,80%,100%,{"q1_1":1;"q1_2":1;"q1_3":1;"q1_4":1;"q2_1":2;"q2_2":2;"q2_3":2;"q2_4":2;"q3_1":3;"q3_2":3;"q3_3":3;"q3_4":3;"q4_1":4;"q4_2":4;"q4_3":4;"q4_4":4;"q5_1":5;"q5_2":5;"q5_3":5;"q5_4":5}
Guille,4/14/2025,60%,20%,40%,60%,80%,100%,{"q1_1":1;"q1_2":1;"q1_3":1;"q1_4":1;"q2_1":2;"q2_2":2;"q2_3":2;"q2_4":2;"q3_1":3;"q3_2":3;"q3_3":3;"q3_4":3;"q4_1":4;"q4_2":4;"q4_3":4;"q4_4":4;"q5_1":5;"q5_2":5;"q5_3":5;"q5_4":5}
Guille,4/14/2025,60%,20%,40%,60%,80%,100%,{"q1_1":1;"q1_2":1;"q1_3":1;"q1_4":1;"q2_1":2;"q2_2":2;"q2_3":2;"q2_4":2;"q3_1":3;"q3_2":3;"q3_3":3;"q3_4":3;"q4_1":4;"q4_2":4;"q4_3":4;"q4_4":4;"q5_1":5;"q5_2":5;"q5_3":5;"q5_4":5}
